frame,shoulder_x,shoulder_y,shoulder_conf,elbow_x,elbow_y,elbow_conf,wrist_x,wrist_y,wrist_conf,hip_x,hip_y,hip_conf,knee_x,knee_y,knee_conf,ankle_x,ankle_y,ankle_conf
94,0.6776272,0.6621574,0.23542273,0.6829383,0.68174285,0.14213584,0.74581015,0.7152354,0.12084298,0.5158833,0.6483028,0.25046286,0.3267572,0.6785786,0.23661324,0.16610046,0.6955163,0.42749253
95,0.69087136,0.68061066,0.20075907,0.67883694,0.6839782,0.12648743,0.74645567,0.7119409,0.111627,0.53157866,0.6337595,0.30326176,0.3255187,0.6856806,0.3414679,0.16018188,0.6931714,0.46754578
96,0.69490784,0.6600198,0.22624294,0.6715454,0.64359605,0.1245777,0.77100265,0.6637825,0.27046177,0.5332587,0.63199157,0.3035121,0.32115245,0.69271344,0.41032156,0.15698986,0.6834512,0.5562042
97,0.69292897,0.627156,0.3408492,0.6456025,0.6555821,0.087095894,0.6794712,0.79197633,0.21875358,0.5282229,0.614733,0.31019524,0.3884798,0.69043034,0.17954668,0.15691358,0.6979887,0.40212736
98,0.71510935,0.6060482,0.36982444,0.64751506,0.66749704,0.09848684,0.6759299,0.7911799,0.22878024,0.5336679,0.59431636,0.33506426,0.39745793,0.6942198,0.30687138,0.16274342,0.6886383,0.48605543
99,0.70843184,0.5817413,0.33110902,0.6272652,0.60558474,0.11573804,0.67528033,0.7846261,0.21489052,0.52974355,0.59155965,0.25218284,0.4061422,0.67712706,0.14945225,0.15934068,0.69756746,0.5462265
100,0.7034286,0.56398606,0.35026613,0.5933578,0.6021092,0.13677184,0.6071799,0.64714324,0.0826392,0.54624224,0.59147656,0.21495464,0.42563885,0.6771423,0.15864092,0.1566284,0.6890646,0.4581852
101,0.6985873,0.5587496,0.29106206,0.58960307,0.6035061,0.11761809,0.6630391,0.7847253,0.2661698,0.52788985,0.5730576,0.25665087,0.45177218,0.67928123,0.12111702,0.14842063,0.7045078,0.35278645
102,0.69942284,0.55535805,0.17721887,0.6617761,0.5067766,0.3023242,0.66508675,0.7854178,0.25511548,0.5832762,0.58798516,0.15756422,0.5847366,0.63972896,0.1262148,0.6588778,0.78550506,0.20217367
103,0.6951415,0.51433134,0.21918577,0.6613796,0.49934143,0.28860888,0.67032284,0.78592294,0.33926877,0.58107156,0.5680745,0.1625613,0.59034127,0.64180243,0.17365046,0.6667194,0.78564394,0.31535372
104,0.6786151,0.4999158,0.25235897,0.6252898,0.5981168,0.08857749,0.6679463,0.7831089,0.38085914,0.5132118,0.53294075,0.17439425,0.5266836,0.62924176,0.09659228,0.6634672,0.78309214,0.29889694
105,0.72994256,0.51514995,0.18325019,0.6640086,0.46887034,0.25335354,0.6474566,0.49770528,0.24318947,0.6267625,0.57972425,0.13393638,0.60256934,0.6214015,0.17868233,0.66494936,0.7831118,0.24998075
106,0.7022514,0.48149237,0.3726374,0.6152103,0.6180233,0.4653382,0.6695428,0.7712914,0.3975862,0.47505257,0.49233377,0.30259383,0.5974895,0.628285,0.36081126,0.6662205,0.7875024,0.3371111
107,0.7004478,0.45571765,0.37882233,0.61866635,0.61846274,0.43946356,0.6660248,0.7690894,0.4139615,0.47610554,0.48128888,0.40218493,0.5950072,0.6252759,0.26846468,0.14516923,0.7047915,0.36610848
108,0.6811011,0.42025912,0.39336967,0.6183848,0.60940224,0.23666504,0.5977362,0.6066512,0.18435343,0.45416152,0.47898346,0.39501423,0.3134924,0.667308,0.25172567,0.14405295,0.70279527,0.5021579
109,0.69689167,0.4090582,0.2859721,0.6472719,0.40526456,0.28416863,0.6416217,0.4291893,0.13484003,0.47874555,0.47316837,0.48295695,0.45402512,0.5023335,0.12011237,0.14393955,0.7016157,0.4729052
110,0.6708495,0.4109537,0.61673313,0.6238732,0.588637,0.3243201,0.6107573,0.57570374,0.24914008,0.47548175,0.4863301,0.47868627,0.608178,0.6117683,0.367506,0.6534667,0.7816516,0.32310587
111,0.65085727,0.39715874,0.61015236,0.6270978,0.5752804,0.5050312,0.61272717,0.57805336,0.2611764,0.463812,0.47422633,0.48402587,0.61190313,0.6038552,0.30346447,0.44727963,0.6348835,0.047280025
112,0.64161444,0.3752976,0.48498848,0.6295897,0.5371659,0.21367523,0.6064243,0.5870093,0.19431551,0.4682494,0.47493643,0.44509172,0.61801434,0.620219,0.27075082,0.65862614,0.77393836,0.3089919
113,0.6470451,0.36321765,0.5090137,0.6342007,0.52961063,0.13760169,0.6125408,0.58816004,0.20890649,0.48400855,0.47801197,0.3522358,0.399009,0.5853217,0.123572096,0.44774908,0.6211072,0.08584491
114,0.632812,0.33975464,0.6016105,0.62137306,0.45260763,0.16552702,0.6256515,0.57797647,0.21409328,0.48579264,0.47576094,0.34124115,0.6102829,0.3699896,0.45664158,0.6594085,0.77447,0.3337139
115,0.62861943,0.32675633,0.46319872,0.48931107,0.414536,0.4350612,0.47507113,0.43406224,0.27396557,0.488234,0.46674454,0.37826088,0.62334406,0.6197618,0.3532888,0.66185707,0.7752866,0.3812233
116,0.6281826,0.31137368,0.56451833,0.54298484,0.39252052,0.23617642,0.46730626,0.43969283,0.27877784,0.5021769,0.47959924,0.41467065,0.49568066,0.65194327,0.10502182,0.6552111,0.77153516,0.3585525
117,0.6283237,0.3079573,0.49829897,0.5445672,0.40221584,0.25142577,0.47381935,0.43274957,0.25261712,0.51837456,0.48068163,0.36239496,0.5209868,0.6476515,0.13768454,0.65328705,0.7719122,0.3687701
118,0.62437177,0.29282498,0.5790637,0.5322293,0.388004,0.38733208,0.46876717,0.42638287,0.2750389,0.5222717,0.46430296,0.39677435,0.615021,0.6128009,0.37198552,0.65043014,0.7726335,0.3851931
119,0.6241971,0.29479322,0.53638697,0.50581616,0.38580304,0.25739264,0.46674263,0.40587708,0.3041012,0.52035046,0.46209252,0.3386341,0.51611304,0.6356712,0.16541648,0.6508865,0.7718662,0.34653744
120,0.625653,0.2905569,0.48155472,0.5245134,0.38114023,0.26763645,0.4692585,0.3988278,0.28355032,0.5386839,0.46404132,0.3039369,0.52425927,0.6314796,0.13543269,0.65308374,0.76900595,0.3285771
121,0.6230629,0.2889808,0.5036433,0.5327029,0.37572217,0.25314403,0.45986056,0.40496176,0.3023266,0.5382533,0.4641851,0.34061113,0.62100315,0.6002793,0.4215505,0.6528852,0.7699319,0.34181014
122,0.6115642,0.2968977,0.61863714,0.5273031,0.3799654,0.204703,0.45032948,0.410039,0.38514888,0.51680094,0.45738977,0.31275824,0.50301236,0.63673,0.11427039,0.6513107,0.766426,0.29406166
123,0.6093498,0.29798216,0.65842974,0.4820299,0.39256153,0.35244685,0.44714698,0.41061157,0.33771586,0.5166001,0.45769417,0.33069584,0.49576232,0.6388194,0.114630096,0.6488359,0.76613593,0.25103807
