frame,left_shoulder_x,left_shoulder_y,left_shoulder_conf,left_elbow_x,left_elbow_y,left_elbow_conf,left_wrist_x,left_wrist_y,left_wrist_conf,left_hip_x,left_hip_y,left_hip_conf,left_knee_x,left_knee_y,left_knee_conf,left_ankle_x,left_ankle_y,left_ankle_conf,right_shoulder_x,right_shoulder_y,right_shoulder_conf,right_elbow_x,right_elbow_y,right_elbow_conf,right_wrist_x,right_wrist_y,right_wrist_conf,right_hip_x,right_hip_y,right_hip_conf,right_knee_x,right_knee_y,right_knee_conf,right_ankle_x,right_ankle_y,right_ankle_conf
124,0.45742798,0.36045486,0.5406482,0.40773046,0.2697369,0.35842294,0.44596875,0.17879377,0.228148,0.46417975,0.5538952,0.63296896,0.4347462,0.6942712,0.61135125,0.4050135,0.831287,0.65549487,0.5254731,0.3623004,0.48947087,0.5614518,0.2877546,0.37566698,0.5605217,0.24720751,0.18858361,0.507416,0.5544722,0.66037977,0.5357154,0.6914693,0.5607664,0.57735145,0.8433201,0.623167
125,0.48247844,0.3579675,0.5335891,0.40707797,0.2645293,0.31078556,0.41012406,0.17375088,0.38277236,0.48282275,0.54619,0.5993861,0.53051895,0.68572927,0.5012022,0.5775384,0.84073895,0.3445935,0.50644374,0.3629249,0.53563535,0.55956084,0.2949894,0.2192221,0.5594123,0.22379372,0.23105553,0.4985599,0.5473371,0.5734583,0.5284823,0.68579423,0.4344183,0.4051151,0.82941854,0.45046374
126,0.54152125,0.33605546,0.71433693,0.58251625,0.26662943,0.5112618,0.5786694,0.16950491,0.58733076,0.5180683,0.5353046,0.6972557,0.5421196,0.6799514,0.7317402,0.5771166,0.8339707,0.7737937,0.43654758,0.33325976,0.6647936,0.38775524,0.24302392,0.37771598,0.38983274,0.1661003,0.5907719,0.45631135,0.53833485,0.6384697,0.4313351,0.684982,0.86726016,0.4031204,0.8323262,0.80893356
127,0.539278,0.31842387,0.81472194,0.5915232,0.25689596,0.5627512,0.59475523,0.17418353,0.7030251,0.51387554,0.51821285,0.63572556,0.5426537,0.6694018,0.7460781,0.57074344,0.81878066,0.69460845,0.4292689,0.3187499,0.713836,0.37984854,0.24737148,0.40604237,0.37582326,0.17462185,0.71887577,0.45495874,0.52409554,0.7093255,0.43082923,0.67793435,0.852611,0.40544212,0.8322081,0.826886
128,0.5367907,0.31188574,0.78738564,0.58816814,0.25799456,0.5805536,0.60843885,0.19335145,0.7053747,0.5142878,0.5011769,0.6479392,0.5368056,0.65910715,0.8439645,0.5689287,0.8148915,0.75050426,0.43979633,0.31340992,0.732126,0.37994286,0.24982864,0.53484017,0.3544734,0.1899873,0.671018,0.46134812,0.5052833,0.77296686,0.4342091,0.6705717,0.70547867,0.41946453,0.82220364,0.7395276
129,0.54270756,0.30461204,0.6740098,0.59859145,0.2902105,0.54665506,0.619799,0.2180093,0.6405411,0.51698154,0.4958021,0.60047334,0.5368897,0.6595395,0.8504433,0.55674994,0.81734,0.65432215,0.4413749,0.30963755,0.6933933,0.38202548,0.2844807,0.59623235,0.356459,0.22082302,0.60828644,0.4654276,0.499254,0.71022266,0.43917036,0.6592789,0.687525,0.42319724,0.8277485,0.7051565
130,0.53974384,0.29744792,0.71895975,0.6055624,0.28869653,0.4638673,0.6248937,0.25473723,0.6388697,0.52335507,0.4857337,0.75043374,0.5378772,0.66183746,0.8085915,0.55591476,0.8328666,0.73649174,0.44062465,0.29565522,0.78319114,0.38443846,0.29691178,0.4429698,0.3472755,0.24159247,0.51088935,0.4693055,0.48959303,0.77198005,0.44363114,0.66425455,0.645859,0.42869973,0.82875264,0.6053693
131,0.5348363,0.29243493,0.6485493,0.6155764,0.30623698,0.4571472,0.62338036,0.29789358,0.41808942,0.5218577,0.47617078,0.6512697,0.527855,0.6552857,0.77034724,0.545956,0.8001937,0.5721098,0.44903454,0.29750806,0.7471325,0.38757455,0.32624024,0.4953362,0.3439215,0.26864487,0.7511675,0.47202593,0.47831306,0.67810524,0.44823593,0.6454661,0.658078,0.43984264,0.8035113,0.6168403
132,0.5424221,0.29429483,0.7286502,0.62285984,0.3232783,0.483046,0.621168,0.31956902,0.23613603,0.51921636,0.47464126,0.5833583,0.5213833,0.6537614,0.6807653,0.53573775,0.7912125,0.6095425,0.45013413,0.30265376,0.7583919,0.3839255,0.34324402,0.47600797,0.35153967,0.3083492,0.4052973,0.4725868,0.47719765,0.6507153,0.45086324,0.64334744,0.61768395,0.44267035,0.7973763,0.7110087
133,0.50429577,0.29701295,0.32140055,0.6154555,0.3443441,0.20728636,0.5827794,0.31709117,0.09986702,0.5007738,0.47493178,0.36993393,0.49200615,0.6421789,0.24342223,0.4525617,0.79718506,0.536129,0.49056527,0.30134183,0.4165908,0.610381,0.3460498,0.31959164,0.6188817,0.3342951,0.28626055,0.50238013,0.47874612,0.4193427,0.50638044,0.6440811,0.3458415,0.5241503,0.7972022,0.52390003
134,0.53508294,0.30860353,0.32180578,0.5936759,0.3658716,0.33328763,0.6213211,0.38862246,0.30063552,0.51860696,0.46929967,0.43380246,0.5078777,0.6453441,0.44920987,0.5167211,0.7802057,0.20931685,0.4605015,0.3033758,0.32027057,0.39459562,0.37286067,0.32551187,0.36134058,0.37082475,0.26602548,0.47984123,0.46983874,0.46872786,0.46652517,0.6336111,0.29020083,0.4809316,0.79448605,0.2347029
135,0.45893556,0.30321038,0.31113023,0.3866709,0.38544652,0.3715371,0.33832914,0.40689218,0.29504722,0.4769237,0.47346795,0.47012052,0.48164734,0.6495261,0.34010327,0.48350364,0.8035142,0.22340737,0.53940785,0.31014776,0.2840277,0.6009409,0.39727175,0.32048467,0.6093137,0.44014347,0.3103416,0.52393067,0.47862315,0.3943493,0.50460076,0.65266585,0.49436393,0.505615,0.8058705,0.34854466
136,0.5294253,0.30916053,0.42391586,0.5811255,0.40057933,0.3308625,0.58519036,0.45732433,0.3673169,0.5152067,0.47606623,0.3696569,0.4957921,0.65389305,0.40666813,0.5011783,0.81606627,0.3676377,0.45582598,0.3049938,0.35265067,0.40174255,0.39353752,0.2520142,0.46466756,0.46291757,0.39284256,0.47587758,0.48057568,0.4632121,0.4835603,0.6578295,0.41429985,0.49292824,0.8169853,0.38595772
137,0.5346327,0.31980893,0.3515505,0.577105,0.4187518,0.39094406,0.5762797,0.46224257,0.31771985,0.51755625,0.49034142,0.4554183,0.50397956,0.6621143,0.48526087,0.5036053,0.819309,0.3493459,0.46248382,0.31691355,0.37957865,0.41406095,0.40018672,0.23672011,0.4697549,0.47193742,0.2922916,0.46791697,0.4936366,0.5267744,0.4648779,0.666897,0.36051208,0.48258954,0.81865036,0.45915145
138,0.53301203,0.34937903,0.251353,0.57236165,0.42487642,0.33980525,0.58519816,0.46889457,0.22674713,0.5139591,0.5007413,0.3592394,0.5020511,0.67268896,0.44408962,0.5018113,0.8310456,0.49495372,0.46570224,0.34666836,0.2656684,0.4227172,0.40762496,0.20136566,0.48386025,0.4831135,0.310216,0.47179434,0.50633776,0.44114548,0.47539252,0.6733029,0.41698626,0.4849007,0.82638013,0.49747515
139,0.5360874,0.34373555,0.4445323,0.57337946,0.43503067,0.3915404,0.58324677,0.48306307,0.3207646,0.51434934,0.50041807,0.40511224,0.5064315,0.67183816,0.43339545,0.5045295,0.83178985,0.4576186,0.46258485,0.33829254,0.49179852,0.44515133,0.40901262,0.2610723,0.47362012,0.4924439,0.27116203,0.46839577,0.5043936,0.49251574,0.47362775,0.6735403,0.4736803,0.4863249,0.8283271,0.5557545
140,0.53872055,0.36131763,0.41356158,0.5821545,0.44969854,0.32937044,0.5853444,0.47345275,0.31313154,0.52162033,0.5145657,0.49594632,0.50273633,0.6782817,0.50695086,0.5022311,0.83503187,0.45292997,0.46700177,0.3431513,0.5542493,0.44101745,0.41918382,0.17321761,0.4709178,0.50769734,0.2520124,0.47138405,0.5130886,0.5317451,0.4793824,0.6773433,0.4629045,0.48792657,0.83009934,0.5747637
141,0.5346813,0.36423427,0.50365764,0.56225866,0.4434535,0.3238158,0.5785785,0.46761414,0.27820998,0.5222506,0.5086724,0.459961,0.4975638,0.6812854,0.52847517,0.50121427,0.8367127,0.4928143,0.46812707,0.35315812,0.5007862,0.46215463,0.42067462,0.2040916,0.47819614,0.512974,0.21191975,0.47690588,0.51290965,0.47686857,0.48564368,0.6794629,0.5168759,0.49086484,0.8330357,0.6608543
142,0.53714013,0.36255544,0.43366536,0.5778742,0.43024558,0.31998518,0.5995808,0.46418637,0.40778536,0.5187743,0.5109496,0.4142492,0.505535,0.67760485,0.6799908,0.50588375,0.8335643,0.5520636,0.46308756,0.34580553,0.5197108,0.45008335,0.38294393,0.15251087,0.4789896,0.2847029,0.24616912,0.4697245,0.5157246,0.510697,0.47963512,0.67908573,0.703922,0.48743886,0.8301642,0.7590451
143,0.52792615,0.35646677,0.49970976,0.5683311,0.4282524,0.30989566,0.59431624,0.46232134,0.4020838,0.5183931,0.5225823,0.5189954,0.5036502,0.6765637,0.6318576,0.5050621,0.8346979,0.53224844,0.4677113,0.35034364,0.45053884,0.482912,0.38004142,0.21886382,0.47651333,0.2907331,0.29966238,0.47707614,0.52549064,0.5687411,0.48126265,0.68049806,0.54783577,0.4875056,0.8302433,0.7741995
144,0.5341816,0.36480305,0.40059656,0.5655955,0.4293306,0.33642033,0.5936415,0.4724339,0.4678042,0.52086395,0.5186486,0.4929734,0.50728244,0.6828048,0.6827938,0.50662005,0.8346107,0.51513195,0.46292078,0.35109264,0.45887905,0.46950984,0.39983198,0.24945559,0.477164,0.2929967,0.24935429,0.4749058,0.5231061,0.5043248,0.47825104,0.68423104,0.6426837,0.48429176,0.83179235,0.56301403
145,0.5270307,0.36960945,0.5058416,0.5618073,0.44763225,0.31667462,0.5783297,0.4747803,0.21975014,0.5139756,0.52840596,0.48884752,0.5065346,0.6849061,0.58561206,0.50773585,0.83184856,0.42455825,0.47534007,0.3458024,0.35341692,0.47802788,0.39182743,0.1688569,0.4786355,0.2794295,0.25231138,0.47895205,0.52755135,0.4555332,0.47972488,0.68203855,0.6250893,0.48221827,0.8288214,0.6512044
146,0.5312142,0.37607273,0.28742632,0.5583867,0.4117735,0.27354878,0.57537293,0.4684769,0.36090618,0.51935244,0.5141394,0.30453083,0.50092036,0.6768228,0.45875365,0.5061892,0.83212936,0.46643838,0.47430456,0.36897898,0.2956502,0.46857545,0.38007233,0.19337146,0.47934538,0.27720225,0.22444388,0.48307356,0.51828194,0.3638394,0.47667843,0.6744067,0.45543516,0.48482844,0.82452404,0.5261248
147,0.53489393,0.34013999,0.4656148,0.5768625,0.43794233,0.42546582,0.5839121,0.4830943,0.34109172,0.51800925,0.5146204,0.5087131,0.5002535,0.67239726,0.47557357,0.50638986,0.8309738,0.48292568,0.46077463,0.331174,0.42815855,0.4495854,0.40662098,0.22141118,0.4612112,0.49926984,0.20079426,0.46248782,0.51363635,0.5437811,0.46265846,0.67354816,0.44904998,0.48433053,0.826983,0.4577404
148,0.5340252,0.34460875,0.49299145,0.5750849,0.4421454,0.34714895,0.58733976,0.4855402,0.3438073,0.5187147,0.51768804,0.5056695,0.5035859,0.66893405,0.48479348,0.5098592,0.8271234,0.49463743,0.46141046,0.34495866,0.4917455,0.42166096,0.4156394,0.23966695,0.43185914,0.49008903,0.15694806,0.46187747,0.5185579,0.4483564,0.46028543,0.6739494,0.48806933,0.47988862,0.8237042,0.28763023
149,0.5297921,0.3314671,0.42039993,0.5655328,0.4247559,0.36920556,0.58069754,0.47849357,0.39707315,0.5142838,0.50338435,0.48936903,0.50540596,0.6601067,0.5769937,0.5091614,0.8124192,0.45742851,0.4557893,0.3275919,0.36421937,0.427653,0.41653657,0.29149866,0.41987008,0.48050237,0.23917021,0.46454805,0.50470734,0.50515085,0.45846462,0.66752356,0.38092986,0.4730838,0.8146403,0.3609323
150,0.5355493,0.31220958,0.4471888,0.5700531,0.40578994,0.44071954,0.5917145,0.45942065,0.3639975,0.51555806,0.4822107,0.55411035,0.5145479,0.6522581,0.5155728,0.5119396,0.7949855,0.39112198,0.45104814,0.30775046,0.3474035,0.41159332,0.4048532,0.31209502,0.37490067,0.45038256,0.277475,0.46759674,0.4826103,0.5601023,0.46063465,0.65068436,0.4069482,0.46506196,0.79622906,0.41192666
151,0.5387104,0.30982935,0.4970488,0.5864168,0.39764604,0.30842358,0.6029653,0.4548517,0.36864734,0.517484,0.47585756,0.5206179,0.51591057,0.6360518,0.5181667,0.52165467,0.798351,0.3940719,0.45579442,0.30569696,0.52717954,0.41124544,0.3949842,0.25283405,0.3596375,0.41779548,0.379837,0.46727383,0.4743005,0.555101,0.45491788,0.63145894,0.36805508,0.46254,0.79524755,0.34886292
152,0.5402108,0.3072825,0.3599357,0.5967054,0.38236684,0.3778506,0.6181731,0.43249816,0.31560612,0.5170222,0.47334468,0.43322536,0.51808083,0.64115644,0.45154327,0.5338669,0.8006369,0.4347329,0.45006996,0.30175218,0.5639282,0.3975031,0.3810942,0.46134853,0.34874138,0.40103063,0.36562163,0.46796936,0.47436342,0.47411808,0.45496163,0.63363576,0.5162072,0.4482814,0.8003659,0.42192686
153,0.5369173,0.30265933,0.5073852,0.6048851,0.36492312,0.4102074,0.6494602,0.39055288,0.32871547,0.5182662,0.47221345,0.4612896,0.5276766,0.6352643,0.65295243,0.54278636,0.797464,0.4430746,0.44729695,0.29728615,0.58966434,0.38199136,0.3700521,0.5077484,0.32806268,0.3966782,0.39221647,0.46906313,0.4754036,0.5704306,0.45485625,0.6340933,0.51173466,0.442447,0.80357254,0.57407874
154,0.53877085,0.292324,0.68824357,0.61725384,0.34265587,0.6545005,0.6491386,0.3458029,0.27046883,0.51828396,0.47747684,0.6799202,0.5299353,0.64582807,0.749242,0.5498476,0.7974967,0.61436653,0.4421143,0.29295397,0.70986587,0.37528366,0.358463,0.45792305,0.33478162,0.37778768,0.38931033,0.4669811,0.48118258,0.7610474,0.44926363,0.6391472,0.7283157,0.4383024,0.7973411,0.7191494
155,0.54044294,0.2823586,0.60108393,0.6377918,0.31766486,0.53336465,0.6452853,0.3080322,0.51257336,0.52243984,0.47283038,0.68122536,0.53462034,0.6536952,0.8496622,0.5536239,0.827553,0.7424545,0.44261187,0.28727132,0.65728235,0.36815387,0.34614193,0.44332355,0.33820665,0.32371753,0.48237222,0.46673304,0.47738442,0.8016064,0.448328,0.6536014,0.8039888,0.4321311,0.8192849,0.714699
156,0.5389433,0.27984637,0.5129837,0.6258252,0.3005738,0.4839518,0.639772,0.276252,0.5139743,0.5207164,0.47845814,0.7431954,0.5361051,0.6552908,0.8453498,0.5546608,0.82787585,0.7088379,0.44676456,0.28138384,0.8596904,0.36869365,0.31963745,0.55510485,0.3198693,0.2646479,0.73888785,0.46666735,0.4819027,0.8183131,0.44081926,0.65529406,0.7539363,0.4238826,0.82712287,0.74609494
157,0.537765,0.28296453,0.5581526,0.60835874,0.29102176,0.464265,0.6352267,0.24234721,0.6196704,0.5202332,0.482481,0.7381106,0.5395,0.65377796,0.6591697,0.56711817,0.8276309,0.7351742,0.44790468,0.28401178,0.63961685,0.37512535,0.29074746,0.4758956,0.31637797,0.24335603,0.7019082,0.46869302,0.48593876,0.82676196,0.4320268,0.6533247,0.73255044,0.42036355,0.81466556,0.838016
158,0.5360935,0.2882318,0.63951576,0.603533,0.27321544,0.64657396,0.63176614,0.21723765,0.72992957,0.5201481,0.4887526,0.7519026,0.54313433,0.66087484,0.7536289,0.5755645,0.8332604,0.7510252,0.4471092,0.28930712,0.74467874,0.37428665,0.2716441,0.64322114,0.33900917,0.22018234,0.76600736,0.4681337,0.49205944,0.84573805,0.43515763,0.6581351,0.69983065,0.4167813,0.8179734,0.69810534
159,0.5408634,0.3017092,0.8515782,0.5992107,0.26418722,0.6239151,0.62113506,0.20179687,0.566366,0.521398,0.4999004,0.7707889,0.5444708,0.66712344,0.8362448,0.5763737,0.83288807,0.7663236,0.4447112,0.30200014,0.83957654,0.3761315,0.25249428,0.6567922,0.34051698,0.19856523,0.655297,0.46666595,0.50359094,0.8212311,0.4297948,0.6645664,0.83998686,0.4095009,0.82269704,0.7362576
160,0.5413665,0.30947208,0.70715064,0.6019504,0.24556848,0.5675316,0.6203866,0.1743018,0.70102745,0.52262837,0.51361084,0.7030294,0.54728496,0.6724528,0.8686658,0.58094376,0.82757443,0.6444175,0.43636343,0.31350493,0.75230974,0.3772411,0.24303007,0.4963656,0.35917765,0.18037802,0.62505496,0.4639828,0.5178353,0.76862544,0.43020415,0.672835,0.88615453,0.40590638,0.8250972,0.6779174
161,0.5413561,0.31965774,0.7084507,0.5931063,0.27871314,0.22704993,0.6069921,0.16976623,0.6652059,0.524189,0.52844036,0.7702144,0.5468073,0.6747979,0.8400004,0.59024894,0.8303876,0.7550274,0.44118,0.32112134,0.80474025,0.3900652,0.24466059,0.25792214,0.38290524,0.1624614,0.439024,0.4650769,0.5308783,0.7958841,0.4323812,0.67813605,0.8395615,0.3991747,0.8269012,0.82272285
162,0.53847754,0.35301968,0.54888177,0.57604563,0.28693244,0.5306596,0.58295184,0.17235623,0.55218774,0.51801986,0.54823387,0.5912182,0.54288185,0.6847687,0.6325541,0.58953995,0.8291228,0.46927318,0.4543814,0.3529908,0.5741857,0.40409037,0.2568354,0.3559402,0.39347494,0.1719827,0.22640899,0.46997905,0.5512745,0.67526275,0.4320123,0.68751234,0.7583794,0.40091896,0.82012075,0.6441357
163,0.5343169,0.3518505,0.5513214,0.569082,0.2797096,0.45191836,0.5724578,0.16824895,0.4719161,0.51368135,0.5507861,0.57197136,0.54269207,0.692613,0.6357185,0.57984483,0.8314304,0.45137474,0.45984364,0.34691805,0.5774728,0.48141277,0.2432698,0.31029382,0.4137579,0.16159835,0.20439507,0.47181842,0.55367327,0.6861145,0.43210316,0.6948221,0.57870996,0.40143442,0.8215405,0.64071316
164,0.51912475,0.37102842,0.2790149,0.55409026,0.28661177,0.27994937,0.5670328,0.2578944,0.18844175,0.49904117,0.562022,0.44962242,0.54113233,0.6999141,0.52031016,0.5787369,0.8383237,0.31858823,0.4889921,0.36082226,0.47041205,0.54734945,0.29891095,0.14702758,0.5378309,0.25779733,0.12238354,0.4916296,0.56402475,0.48232174,0.43864453,0.70226306,0.45646656,0.4044277,0.83061254,0.4644414
165,0.54485714,0.4118029,0.40491298,0.5830431,0.45272404,0.26039958,0.5437416,0.32348564,0.103446856,0.5074418,0.5718877,0.51072985,0.5459245,0.70867276,0.5295317,0.58064383,0.84225535,0.4375979,0.47823077,0.38122258,0.48230404,0.47759563,0.3818061,0.1499187,0.48549706,0.32290122,0.14615764,0.4821536,0.57293814,0.54123265,0.43220913,0.7026705,0.62109655,0.40763378,0.83070016,0.56886303
166,0.52975476,0.39376312,0.32357714,0.5758039,0.45447502,0.25767466,0.59199005,0.47804898,0.2509903,0.50621,0.5690465,0.5099949,0.5448448,0.7084312,0.52844244,0.5821049,0.8428991,0.401749,0.48473245,0.37656245,0.4763331,0.49064538,0.44001734,0.18709396,0.5129001,0.32258824,0.14010768,0.4853749,0.57062274,0.5252663,0.4324808,0.7022814,0.607691,0.40684986,0.8316271,0.58535
167,0.54163146,0.3962571,0.4706049,0.5773373,0.45080078,0.26179895,0.61791426,0.34168214,0.083618484,0.5141973,0.56924856,0.61792547,0.5483285,0.7076122,0.6603503,0.5910523,0.8433521,0.5904238,0.47519454,0.37246558,0.46582,0.4702693,0.36525783,0.1383397,0.47956213,0.31313032,0.10065687,0.47109842,0.56985795,0.6255114,0.43388015,0.69762325,0.68148875,0.40664732,0.8318716,0.7448414
168,0.54205036,0.39354786,0.44758818,0.58247316,0.45048925,0.26262116,0.5683551,0.28692448,0.1608026,0.51493347,0.570774,0.61092764,0.54924643,0.70512664,0.6911394,0.59112024,0.8429823,0.53108484,0.47149712,0.37060282,0.389119,0.46532378,0.3629365,0.12564993,0.45316672,0.31000257,0.11018591,0.4732489,0.57147443,0.610724,0.4341058,0.6959816,0.6332446,0.40675506,0.83110917,0.71016824
169,0.5383469,0.3807271,0.390661,0.5777124,0.45077783,0.35837883,0.5590659,0.3005224,0.1463542,0.5190989,0.5627959,0.573541,0.5508029,0.7045655,0.76076925,0.5918445,0.8419769,0.61581206,0.46530306,0.36361298,0.621938,0.45485038,0.3808881,0.15136349,0.43331808,0.30971643,0.11074011,0.46955276,0.5658984,0.6281404,0.43433958,0.6924545,0.6688607,0.4079741,0.8298716,0.7729065
170,0.5381281,0.37205467,0.43199882,0.57113004,0.44566834,0.29742098,0.5269622,0.30185425,0.16842534,0.5232445,0.5621656,0.5723381,0.55290693,0.7002844,0.7165434,0.5889063,0.83823407,0.47176558,0.45976114,0.35803303,0.58817863,0.43554193,0.38116178,0.20665504,0.44223043,0.31159517,0.12718232,0.4723602,0.5639591,0.60353565,0.4337427,0.6883785,0.5453442,0.40968162,0.8237487,0.7391883
171,0.5320647,0.3506316,0.5496407,0.54649466,0.30643308,0.24883454,0.5328513,0.27308044,0.13452843,0.5235641,0.5514536,0.67247576,0.55203915,0.69473815,0.7559496,0.5934423,0.8381421,0.69141865,0.45812306,0.3520382,0.50491375,0.43153605,0.34454533,0.16002774,0.44363675,0.27259982,0.17117019,0.47092116,0.5540568,0.72008383,0.43480557,0.6813414,0.77721983,0.41062826,0.81455255,0.73951083
172,0.5158619,0.34720343,0.33151555,0.5545393,0.29666036,0.3327398,0.5182144,0.2342084,0.14504322,0.5179824,0.54554033,0.58724594,0.5504361,0.6831447,0.61572504,0.590932,0.83519804,0.48047552,0.47720146,0.34705836,0.36422905,0.47289157,0.2974312,0.17329137,0.46994126,0.2480199,0.121119134,0.4749094,0.54669106,0.6158223,0.44020757,0.6779615,0.6020157,0.41249615,0.81653464,0.63671577
173,0.52778137,0.31794977,0.65948653,0.5876283,0.23722717,0.64411587,0.5795412,0.15267023,0.6499336,0.52392924,0.5283675,0.6911379,0.5503747,0.6784796,0.7464724,0.58886606,0.84136343,0.5176757,0.45436168,0.32213917,0.47300246,0.40604374,0.23258865,0.40190086,0.40856728,0.15654075,0.43181598,0.47127038,0.53007305,0.7170239,0.44224524,0.67558014,0.6260464,0.42074525,0.82264745,0.61124426
174,0.54042107,0.304315,0.6007935,0.5923296,0.22959769,0.43354517,0.5948982,0.15885809,0.49657273,0.5227282,0.50721645,0.79727423,0.5455123,0.6704527,0.8276208,0.57813907,0.8321554,0.7275871,0.44494677,0.3088113,0.6349419,0.38622314,0.19388762,0.44060302,0.39229494,0.15636677,0.53518957,0.46887523,0.5095314,0.8158754,0.44574556,0.67077756,0.8549778,0.4219124,0.81963825,0.80211806
175,0.538605,0.3032632,0.58483946,0.59759927,0.25586885,0.68075824,0.6185001,0.18529814,0.58073545,0.522029,0.5105739,0.7838375,0.54716027,0.6727644,0.84706295,0.5749883,0.8339192,0.78114367,0.449395,0.30279022,0.57837224,0.38465905,0.2353175,0.4467636,0.3593945,0.20561305,0.52852726,0.46797866,0.51312554,0.8225784,0.44586545,0.67494696,0.87399995,0.42442548,0.82756364,0.7385446
176,0.54611474,0.30466184,0.78010464,0.61284035,0.27603838,0.5031256,0.6222041,0.2199086,0.5178771,0.52272546,0.5022526,0.7355332,0.5443544,0.6678724,0.71058214,0.5706308,0.8351569,0.5498978,0.45477685,0.30186564,0.72388977,0.38190907,0.2586235,0.5799975,0.3515112,0.21415922,0.5438742,0.4736761,0.50523823,0.74818075,0.44926983,0.665942,0.66032034,0.43711612,0.8160276,0.513152
177,0.551073,0.30094218,0.7897066,0.61998546,0.30211246,0.47202381,0.63444686,0.24284577,0.657441,0.5291079,0.4891411,0.779818,0.544654,0.66844285,0.7074886,0.56349075,0.83879274,0.70828646,0.44986415,0.2865981,0.6908426,0.38459873,0.2892068,0.5322819,0.35096335,0.23334125,0.48947066,0.4766553,0.49177206,0.80704594,0.45156223,0.67270625,0.7839361,0.44205767,0.8262102,0.7113513
178,0.5514159,0.29876038,0.7120583,0.6211946,0.32443404,0.47417372,0.6315477,0.2947464,0.45435408,0.52972066,0.488425,0.7231235,0.53905517,0.66855097,0.7117148,0.55242294,0.8375361,0.6742198,0.45151982,0.29930234,0.7712907,0.38021395,0.32510796,0.5497401,0.3427887,0.28377387,0.43758848,0.47703624,0.48714682,0.71646714,0.45418096,0.6562242,0.59713054,0.4473374,0.82641494,0.58356315
179,0.54859626,0.30142373,0.70483226,0.61340564,0.3320727,0.37630227,0.63248897,0.31843227,0.3050433,0.5270512,0.47675526,0.65324974,0.53075594,0.6439147,0.68629676,0.53645605,0.7924459,0.4895799,0.4528913,0.3014515,0.47471663,0.39350864,0.35846207,0.36865884,0.37065923,0.3456481,0.34909832,0.47860202,0.4767383,0.64502203,0.45458633,0.62613046,0.49638215,0.45018595,0.79682624,0.55602515
180,0.55077577,0.31049377,0.5526076,0.6108782,0.35746413,0.38409176,0.67152643,0.36984167,0.17866813,0.52335244,0.47364974,0.5234229,0.52689695,0.6487912,0.57591826,0.531561,0.7949931,0.39862975,0.45434695,0.30281335,0.51778185,0.3983574,0.3703289,0.34291798,0.3589378,0.38549858,0.2800188,0.47764167,0.47587025,0.5193911,0.45861587,0.64151937,0.37369886,0.46218655,0.79893225,0.40213773
181,0.55487674,0.3145292,0.54957175,0.61559975,0.38578773,0.4128897,0.6697883,0.41427097,0.27674255,0.52826726,0.48667058,0.6289779,0.52545905,0.6595442,0.62060285,0.5261804,0.8354983,0.3469631,0.4544713,0.30860633,0.48412246,0.3950162,0.39076138,0.47580498,0.35114032,0.41759938,0.37589264,0.4766011,0.48528218,0.6248346,0.4672904,0.66761065,0.41666353,0.47948357,0.83779466,0.32473898
182,0.5515924,0.31296864,0.5236644,0.6004789,0.40526873,0.4341351,0.63172305,0.44783399,0.3829728,0.52310234,0.474984,0.53247535,0.511389,0.65183544,0.49319258,0.50405955,0.8207859,0.2854916,0.46203178,0.3077597,0.63140947,0.39732206,0.3950988,0.28795075,0.36810932,0.41555128,0.33381367,0.4745551,0.47533262,0.5857067,0.48240763,0.65258944,0.4124539,0.49325454,0.81982255,0.30502304
183,0.5378971,0.31972376,0.5048159,0.5859064,0.40776706,0.33686963,0.6065971,0.4712528,0.40584213,0.5163566,0.47918558,0.50791115,0.5077195,0.65389454,0.50265193,0.5101155,0.8235485,0.4311877,0.46540773,0.30945656,0.43877247,0.41954547,0.39270553,0.2616452,0.37219986,0.42587012,0.22547927,0.47668168,0.4786256,0.501914,0.4763596,0.6549818,0.37460497,0.48637354,0.82405984,0.33278117
184,0.5414088,0.3309464,0.57477194,0.5788273,0.4135395,0.33146077,0.60476106,0.48453456,0.3459713,0.5160201,0.49296397,0.6029915,0.50479513,0.6625979,0.5304595,0.50242597,0.8345394,0.48522982,0.465433,0.32368878,0.603801,0.4309677,0.40214762,0.31394503,0.48382348,0.47644728,0.32209408,0.47409636,0.49050292,0.57770264,0.49211442,0.66427755,0.52713525,0.4946738,0.8338274,0.47505224
185,0.5380014,0.34126753,0.5503534,0.58268136,0.43238005,0.38187853,0.6010313,0.5004853,0.37220767,0.51920533,0.49853346,0.5799034,0.5016089,0.6684321,0.5560197,0.50426304,0.83385414,0.5580538,0.46288633,0.3384894,0.5778235,0.43357545,0.41163927,0.23428059,0.36463946,0.429137,0.36898926,0.47465277,0.49991125,0.57761097,0.488868,0.67261636,0.5247851,0.49563918,0.8326261,0.631311
186,0.5378751,0.35190272,0.5019299,0.5742527,0.43868825,0.25845444,0.5875567,0.47220978,0.33095238,0.521309,0.50460327,0.55165505,0.506246,0.6742439,0.5499935,0.5026107,0.8365404,0.47825754,0.46929187,0.3472293,0.59829074,0.45776933,0.40299082,0.33639023,0.36631745,0.41584605,0.23119779,0.47639656,0.5039579,0.5424251,0.48918554,0.67387384,0.52162385,0.4930732,0.8356471,0.60945284
