frame,shoulder_x,shoulder_y,shoulder_conf,elbow_x,elbow_y,elbow_conf,wrist_x,wrist_y,wrist_conf,hip_x,hip_y,hip_conf,knee_x,knee_y,knee_conf,ankle_x,ankle_y,ankle_conf
93,0.51151973,0.42491272,0.01042571,0.42857012,0.58528066,0.00627908,0.37792626,0.5553815,0.0036179982,0.52541304,0.6147538,0.0023706553,0.61693645,0.53105026,0.046834495,0.46804026,0.6855939,0.015581527
94,0.51152766,0.42489716,0.010467102,0.42907107,0.5735517,0.0069050114,0.3778919,0.5553792,0.0036242434,0.52533084,0.61469483,0.0023848156,0.6167981,0.53099716,0.047015995,0.46792454,0.6855303,0.015476094
95,0.51175565,0.4248497,0.010414849,0.429091,0.5736706,0.0068099173,0.37775582,0.55546653,0.0036187544,0.525573,0.614611,0.0024012579,0.6065831,0.5296458,0.04691234,0.46758446,0.6702428,0.016814386
96,0.51184046,0.42480177,0.010413076,0.42912745,0.57368505,0.006784056,0.37769598,0.5554406,0.003623174,0.5254495,0.6144876,0.0023960732,0.606404,0.52964944,0.047800723,0.46729475,0.67018294,0.01668033
97,0.51193845,0.42473087,0.010388914,0.42909673,0.5737003,0.0067433817,0.37763956,0.55542916,0.0036139367,0.52556616,0.6143842,0.0024138866,0.6062305,0.5295613,0.04871733,0.46704537,0.6701469,0.01659264
98,0.5121094,0.42455202,0.010287122,0.44571277,0.57376117,0.0073803505,0.37757352,0.5554952,0.0035977832,0.5258404,0.6142864,0.0024290876,0.60616773,0.52930564,0.04937502,0.46667466,0.6702019,0.016315345
99,0.5122687,0.42438516,0.010120987,0.44584805,0.57376885,0.007316338,0.3774668,0.555511,0.003567865,0.52587014,0.61406416,0.0023852082,0.60635424,0.5289714,0.049267128,0.46648997,0.6856821,0.014638577
100,0.5124887,0.4242776,0.009905885,0.4459552,0.5738307,0.007305264,0.37738317,0.5554711,0.0035706514,0.5258108,0.6138101,0.0023363181,0.60570157,0.5202,0.0522602,0.46619037,0.68600386,0.014343306
101,0.51270145,0.4242142,0.009644782,0.4460541,0.5740258,0.0072775558,0.37723404,0.55543596,0.0035667755,0.52571297,0.61352545,0.0022802968,0.60585994,0.51992106,0.052546985,0.4659296,0.68634725,0.014048269
102,0.5128111,0.42418957,0.009429557,0.44576934,0.57417035,0.007239234,0.3771111,0.5553207,0.003597094,0.5253757,0.613219,0.0022098485,0.605953,0.5200183,0.052826483,0.46569398,0.68652266,0.014004607
103,0.5129588,0.4241516,0.009211171,0.4455683,0.5744115,0.0071571073,0.37694982,0.5552629,0.0036435488,0.5251256,0.61298513,0.002144919,0.6060275,0.5203289,0.05249272,0.46559888,0.686646,0.014041561
104,0.5133351,0.42403534,0.009035713,0.44564363,0.57468146,0.0070805238,0.37676874,0.5551956,0.0036495621,0.4958756,0.4952316,0.00963388,0.60608536,0.52045125,0.052018102,0.46562153,0.68680555,0.013971756
105,0.51352674,0.42403418,0.009020586,0.4454202,0.5747723,0.007039582,0.3766223,0.55512077,0.0037017975,0.49586642,0.4951966,0.009735162,0.59554076,0.5196747,0.05071009,0.46571058,0.6868032,0.014169614
106,0.51374626,0.42394412,0.009022752,0.42869917,0.5746762,0.006325432,0.37648454,0.55499595,0.0037363344,0.49580443,0.49510425,0.009810869,0.59561026,0.5198553,0.0501253,0.46584898,0.6867584,0.0142777385
107,0.51395166,0.42388207,0.009137411,0.4285709,0.5746997,0.006276888,0.37586585,0.53948534,0.0033850118,0.49575838,0.4949881,0.009786242,0.606401,0.521125,0.050227463,0.46601483,0.6868276,0.014376179
